,A,ABBV,ABC,ABT,AET,AGN,ALXN,AMGN,ANTM,BAX,BCR,BDX,BIIB,BMY,BSX,CAH,CELG,CERN,CI,CNC,COO,DGX,DHR,DVA,ESRX,EVHC,EW,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,ISRG,JNJ,LH,LLY,MCK,MDT,MNK,MRK,MTD,MYL,PDCO,PFE,PKI,PRGO,REGN,SYK,TMO,UHS,UNH,VAR,VRTX,WAT,XRAY,ZBH,ZTS
258,44.18,58.810001,78.07,38.040001,127.860001,186.880005,115.459999,142.940002,141.479996,46.02,208.130005,165.570007,293.820007,56.049999,20.700001,69.790001,118.43,50.02,139.699997,55.560001,169.660004,86.239998,78.220001,62.799999,75.739998,64.341316,85.010002,73.849998,69.599998,38.419998,76.385002,206.660004,119.900002,133.990005,104.879997,213.706665,112.25,123.830002,64.339996,138.679993,73.260002,55.259998,60.330002,415.790009,35.91,39.610001,31.18,50.09,86.769997,393.609985,110.18,142.100006,120.190002,152.009995,78.71060200000002,85.370003,134.860001,59.860001,100.190002,49.380001
259,44.740002,60.040001,79.07,39.080002,129.309998,193.880005,118.839996,145.220001,143.619995,46.779999,210.130005,169.649994,306.459991,56.849998,21.049999,70.959999,121.0,50.650002,139.880005,56.57,168.809998,87.93,79.459999,63.57,76.970001,65.688622,86.860001,75.470001,71.239998,39.209999,76.434998,208.679993,120.160004,134.190002,107.510002,216.143326,113.599998,126.279999,68.529999,141.369995,76.410004,57.509998,61.82,419.76001,36.93,39.25,31.6,52.060001,89.440002,402.339996,112.449997,143.470001,122.510002,153.929993,80.578407,87.709999,138.369995,59.049999,102.0,50.349998
260,44.52,59.130001,78.610001,39.220001,128.910004,191.339996,118.480003,145.25,144.059998,46.580002,211.419998,170.28999299999995,304.359985,56.919998,21.040001,71.33000200000002,120.309998,50.389999,138.830002,56.700001,170.330002,88.07,79.510002,63.400002,76.779999,66.25748399999999,85.410004,75.300003,71.230003,39.049999,75.29499799999998,207.990005,120.150002,135.369995,107.129997,218.979996,113.790001,127.25,68.43,142.389999,75.449997,57.259998,61.779999,417.670013,36.720001,38.869999,31.690001,51.509998,87.309998,397.109985,112.5,142.940002,122.650002,152.740005,80.376717,87.470001,138.619995,60.66,102.239998,50.0
261,43.599998,59.700001,78.650002,38.860001,129.679993,194.029999,121.0,145.360001,143.729996,46.68,212.050003,170.759995,304.730011,56.619999,20.74,71.510002,120.910004,50.740002,136.770004,56.09,169.600006,88.510002,79.029999,63.259998,77.019997,64.850296,84.559998,74.690002,69.900002,38.849998,75.870003,208.710007,119.75,136.729996,105.440002,216.32666,112.949997,126.089996,67.57,142.699997,74.400002,56.990002,61.950001,416.859985,36.759998,38.689999,31.85,50.82,88.800003,391.769989,114.18,140.699997,122.199997,156.940002,79.87688399999998,86.209999,136.809998,60.59,103.57,50.029999
262,44.790001,61.630001,77.720001,38.75,132.360001,193.309998,125.559998,145.699997,145.509995,44.68,215.169998,172.179993,303.339996,56.290001,20.799999,71.019997,122.959999,50.41,137.96000700000002,57.599998,169.279999,88.559998,79.230003,63.560001,76.860001,67.664673,84.239998,75.0,71.720001,38.959999,76.275002,209.649994,120.529999,136.309998,105.330002,216.75999500000003,112.190002,127.269997,67.300003,141.580002,73.709999,52.77,62.310001,420.51001,36.029999,38.540001,31.98,51.349998,86.050003,387.179993,115.129997,142.029999,122.959999,157.470001,80.061035,85.860001,137.800003,60.150002,103.440002,50.610001
263,44.080002,60.830002,77.879997,38.119999,130.779999,194.300003,122.779999,144.240005,142.380005,44.419998,209.589996,168.71000700000005,296.320007,55.939999,20.459999,70.940002,119.739998,49.299999,134.169998,57.43,164.729996,87.389999,78.129997,63.5,75.889999,68.023949,82.800003,73.970001,70.93,38.279999,74.620003,211.929993,118.190002,133.300003,102.529999,214.153336,111.360001,125.900002,67.290001,143.440002,73.010002,52.709999,61.299999,414.420013,36.619999,38.709999,32.25,50.759998,86.220001,379.480011,113.360001,140.470001,123.279999,159.119995,78.87722,81.849998,134.440002,58.400002,101.790001,50.41
264,43.27,59.189999,78.150002,37.68,134.910004,190.0,122.5,142.28999299999995,145.009995,43.779999,207.940002,165.490005,296.5299990000001,55.689999,20.129999,71.190002,118.620003,47.950001,135.080002,57.970001,159.919998,87.339996,77.08000200000002,64.720001,76.089996,66.25,81.440002,73.040001,71.440002,37.759998,74.754997,217.0,114.169998,127.989998,100.220001,211.66333,111.720001,124.120003,66.300003,143.880005,72.550003,52.830002,61.049999,408.119995,36.07,39.040001,31.540001,50.740002,86.150002,375.850006,112.199997,139.600006,124.629997,161.0,78.280922,77.650002,133.639999,57.240002,100.160004,49.32
265,44.209999,59.599998,78.889999,38.110001,133.580002,190.059998,124.089996,145.449997,145.059998,44.139999,210.389999,166.470001,298.940002,55.860001,20.459999,70.959999,118.199997,48.23,133.649994,57.689999,161.520004,88.040001,77.709999,64.370003,76.230003,70.360001,83.779999,72.790001,70.58000200000002,38.099998,75.269997,214.0,114.800003,128.320007,102.660004,212.433334,112.400002,125.0,68.160004,143.919998,72.559998,53.869999,61.52,414.309998,36.310001,39.48,31.74,51.41,86.33000200000002,375.100006,112.57,143.050003,124.980003,160.190002,79.27181999999998,76.129997,135.889999,57.709999,101.029999,48.950001
266,44.580002,60.759998,79.900002,38.439999,129.96000700000002,190.75,124.690002,145.800003,144.440002,44.080002,211.27999900000003,165.580002,291.75,55.709999,20.719999,72.010002,117.339996,48.630001,135.509995,57.0,163.610001,88.33000200000002,77.33000200000002,64.32,76.41999799999998,71.550003,83.150002,72.66999799999998,70.57,38.66,74.445,210.00999500000003,114.709999,127.919998,104.370003,212.003326,112.239998,125.650002,67.199997,145.0,72.059998,53.25,60.18,413.100006,35.450001,39.799999,31.65,51.18,84.760002,371.589996,112.629997,141.570007,125.349998,158.169998,79.359512,75.769997,135.380005,57.09,101.18,49.68
267,44.560001,60.259998,78.190002,38.130001,128.28999299999998,187.910004,122.709999,143.520004,143.53999299999995,43.630001,208.240005,163.5,285.5,55.549999,20.700001,70.199997,114.879997,47.599998,136.880005,56.689999,165.240005,88.639999,77.300003,64.099998,75.5,73.010002,82.989998,71.779999,71.050003,38.77,74.824997,203.399994,115.730003,123.800003,104.760002,206.839996,111.889999,124.629997,67.25,142.679993,71.900002,52.5,59.700001,417.100006,35.52,40.360001,31.33,52.0,83.089996,365.279999,112.190002,142.880005,126.870003,157.889999,78.324768,76.699997,137.850006,57.84,104.230003,51.200001
268,44.990002,60.02,76.239998,38.330002,128.649994,188.929993,125.449997,140.830002,145.259995,43.93,210.699997,163.690002,285.799988,54.93,20.6,70.57,112.580002,47.990002,136.509995,56.939999,168.270004,88.889999,77.0,64.25,75.989998,69.470001,85.550003,72.459999,72.110001,38.98,74.550003,202.619995,118.110001,121.629997,101.43,205.990005,110.540001,126.370003,67.050003,140.770004,72.110001,51.73,59.73,417.829987,34.5,39.900002,30.84,52.630001,83.43,361.799988,113.279999,141.779999,116.459999,159.410004,79.184128,75.980003,136.240005,58.07,104.449997,50.900002
269,45.91,61.189999,77.190002,38.82,129.559998,189.309998,126.260002,141.5,147.0,44.209999,213.0,163.669998,305.23999,55.16,20.690001,71.129997,113.68,48.099998,137.169998,56.880001,168.0,89.57,77.91999799999998,66.309998,72.300003,70.589996,89.529999,72.339996,72.650002,39.099998,75.394997,206.320007,119.209999,123.82,103.849998,206.613327,111.410004,126.900002,67.379997,144.080002,72.25,52.470001,60.490002,418.690002,36.080002,39.98,31.110001,53.0,82.400002,371.130005,115.75,143.809998,112.480003,159.520004,79.420898,77.699997,138.339996,58.939999,105.160004,51.860001
270,46.18,61.529999,78.370003,39.200001,127.959999,191.5,118.610001,142.919998,145.220001,44.689999,216.600006,166.509995,289.200012,56.830002,20.85,72.900002,112.900002,48.27,134.029999,56.48,171.059998,91.529999,77.91999799999998,67.139999,72.57,71.650002,90.050003,72.559998,73.58000200000002,39.66,75.904999,202.820007,118.360001,122.510002,100.120003,207.936661,112.690002,128.149994,67.980003,146.309998,73.360001,52.52,61.439999,418.079987,36.689999,40.389999,31.700001,53.259998,82.599998,391.98999,116.419998,144.270004,112.5,158.830002,79.87688399999998,76.58000200000002,138.610001,58.869999,105.440002,51.82
271,46.310001,62.330002,78.379997,39.310001,128.899994,190.990005,113.610001,146.809998,146.410004,45.110001,219.199997,168.940002,286.75,57.0,21.1,73.610001,113.400002,47.459999,132.910004,56.290001,174.78999299999995,91.660004,78.16999799999998,65.389999,71.58000200000002,70.040001,88.43,73.410004,73.910004,39.950001,75.91999799999998,204.110001,120.75,124.830002,101.230003,212.0,115.529999,129.240005,67.989998,146.78999299999995,73.91999799999998,52.18,61.799999,425.700012,37.700001,40.66,32.810001,53.540001,82.470001,386.5,117.739998,145.559998,112.389999,160.399994,80.499481,76.620003,139.869995,59.540001,105.769997,51.259998
272,46.43,61.549999,78.949997,39.419998,127.879997,193.910004,109.419998,148.160004,146.610001,45.110001,221.25999500000003,168.630005,288.209991,57.299999,21.389999,73.739998,115.0,48.200001,135.229996,57.099998,175.929993,91.849998,79.220001,65.190002,72.66999799999998,68.120003,89.75,74.860001,73.809998,40.549999,77.089996,204.110001,121.059998,125.190002,101.5,212.546661,116.120003,129.149994,68.41999799999999,147.130005,73.489998,53.25,61.849998,425.64001500000006,38.150002,40.689999,32.919998,54.080002,83.720001,382.25,117.970001,145.570007,107.160004,161.139999,80.753784,76.339996,139.25,59.849998,106.089996,51.029999
273,46.080002,61.799999,76.800003,38.759998,126.860001,192.910004,113.660004,149.179993,145.380005,44.959999,217.419998,167.850006,287.160004,58.509998,21.200001,72.5,116.389999,49.900002,133.190002,56.009998,175.050003,90.699997,78.599998,63.869999,70.510002,66.050003,89.760002,75.800003,72.980003,40.810001,76.754997,205.020004,119.639999,126.160004,103.139999,212.380005,115.330002,127.290001,70.370003,143.690002,73.33000200000002,52.709999,62.0,419.019989,37.639999,40.27,32.630001,53.360001,83.209999,381.089996,118.0,144.0,102.510002,159.869995,79.49981700000002,78.0,138.259995,59.810001,102.5,52.169998
274,46.610001,62.119999,76.940002,39.02,126.199997,192.110001,118.150002,150.919998,144.350006,45.169998,221.460007,169.320007,287.619995,58.919998,21.33,73.290001,117.330002,49.189999,134.860001,57.450001,176.660004,92.279999,79.940002,64.25,69.16999799999999,65.559998,91.260002,74.43,74.900002,40.91,77.120003,205.5,119.199997,131.470001,104.849998,213.16667200000003,116.410004,127.82,72.860001,142.820007,73.629997,52.380001,62.66,425.320007,38.09,40.43,32.880001,54.029999,83.010002,379.399994,119.230003,143.479996,108.699997,161.380005,80.306564,77.349998,138.179993,60.599998,102.410004,52.459999
275,45.889999,62.369999,77.550003,38.23,126.389999,193.779999,119.760002,149.75,145.809998,44.849998,220.449997,167.830002,286.589996,59.040001,21.4,73.769997,116.699997,48.799999,137.589996,56.299999,175.199997,91.93,79.139999,64.989998,70.459999,66.190002,91.309998,73.610001,73.760002,40.09,76.735001,205.759995,120.209999,130.089996,102.879997,213.190002,116.07,127.620003,73.480003,142.940002,73.519997,53.560001,61.799999,420.64999400000005,37.630001,40.93,32.759998,53.860001,82.93,379.820007,118.769997,142.339996,106.809998,163.089996,79.911957,76.459999,136.699997,60.240002,103.459999,52.459999
276,45.75,62.34,78.699997,38.400002,124.540001,193.0,115.139999,146.820007,145.5,44.700001,219.449997,167.240005,280.980011,59.299999,21.459999,73.870003,117.300003,48.509998,138.100006,56.169998,175.130005,92.730003,78.839996,65.309998,69.510002,65.629997,91.529999,74.510002,73.699997,40.150002,76.199997,200.830002,119.129997,129.779999,101.309998,212.82666,115.980003,127.800003,73.650002,141.979996,73.08000200000002,53.740002,61.189999,421.130005,37.560001,40.41,32.779999,53.48,85.18,378.269989,118.989998,141.580002,107.099998,161.71000700000005,79.789192,76.440002,135.979996,59.889999,102.879997,53.220001
277,46.209999,62.23,78.959999,38.189999,124.660004,191.070007,117.199997,147.070007,146.910004,44.07,221.00999500000003,165.970001,285.059998,59.23,21.58,72.489998,118.029999,48.560001,137.429993,57.709999,174.860001,92.269997,78.529999,65.059998,68.739998,64.900002,90.589996,74.029999,73.349998,40.049999,75.93,200.169998,118.660004,128.050003,101.839996,211.360001,116.199997,128.380005,73.33000200000002,141.130005,72.120003,53.150002,60.59,426.2300110000001,37.400002,40.380001,32.73,53.369999,84.650002,370.160004,119.410004,141.740005,106.580002,161.419998,79.45597099999998,76.300003,136.779999,59.68,101.830002,53.330002
278,45.93,61.580002,78.959999,38.150002,123.720001,194.130005,119.75,146.309998,145.240005,44.150002,218.770004,166.100006,281.829987,58.740002,21.440001,72.660004,116.139999,48.400002,136.899994,58.200001,174.600006,92.25,78.199997,64.5,68.559998,65.349998,91.370003,73.68,73.599998,39.990002,76.394997,199.729996,119.589996,128.0,100.639999,210.573334,115.0,128.520004,73.160004,141.96000700000005,71.5,52.860001,59.619999,422.450012,37.389999,40.490002,32.290001000000004,52.880001,84.32,365.880005,119.349998,140.949997,106.849998,161.389999,79.412125,72.610001,135.369995,59.630001,101.68,52.669998
279,46.080002,61.779999,78.040001,38.330002,124.709999,193.910004,125.75,146.350006,144.830002,44.200001,220.839996,166.21000700000005,283.049988,58.849998,21.68,72.360001,117.949997,47.990002,137.429993,58.220001,173.729996,92.040001,78.389999,65.019997,68.519997,64.620003,91.720001,73.300003,73.900002,40.040001,76.360001,203.0,119.339996,127.029999,100.839996,213.026672,115.400002,127.110001,73.480003,140.770004,71.760002,52.209999,59.77,424.170013,37.259998,40.860001,32.41,52.41,84.309998,371.670013,120.300003,140.850006,107.25,161.559998,79.39458499999998,72.110001,136.220001,59.060001,101.57,53.200001
280,46.369999,62.52,78.41999799999998,38.48,125.669998,199.339996,127.190002,147.770004,146.020004,44.25,222.839996,167.529999,295.170013,59.610001,21.860001,72.91999799999998,119.110001,48.060001,138.259995,58.549999,175.929993,92.620003,78.91999799999998,65.260002,68.980003,65.739998,93.169998,73.519997,74.5,40.419998,76.339996,205.529999,120.120003,128.949997,103.099998,214.346664,115.889999,128.270004,74.059998,141.240005,72.029999,52.880001,59.869999,427.589996,37.48,40.779999,32.57,52.68,84.699997,383.910004,121.059998,142.169998,108.099998,163.259995,79.868111,74.32,136.610001,59.450001,102.529999,53.779999
281,46.509998,62.509998,78.860001,38.630001,125.959999,201.009995,125.980003,148.630005,145.75,44.419998,223.690002,167.220001,291.98999,59.290001,21.77,73.129997,117.860001,48.290001,139.610001,58.560001,177.309998,92.370003,78.58000200000002,64.860001,69.75,65.059998,93.199997,73.610001,74.410004,40.290001,76.550003,206.059998,119.790001,128.759995,102.349998,213.266663,115.879997,128.71000700000002,73.660004,142.059998,71.870003,51.77,59.720001,429.2300110000001,37.689999,41.07,32.5,52.849998,85.150002,387.880005,120.260002,142.559998,107.720001,162.160004,80.27149200000002,75.199997,136.75,58.880001,102.839996,53.759998
282,45.68,62.389999,78.610001,38.299999,124.860001,203.690002,123.519997,147.369995,144.75,44.139999,222.419998,165.869995,288.959991,58.810001,21.65,72.309998,117.169998,47.470001,137.53999299999998,57.610001,175.300003,91.839996,78.150002,64.510002,68.82,64.970001,92.709999,72.769997,73.25,39.889999,76.175003,205.330002,117.730003,127.660004,100.879997,211.523331,115.230003,127.379997,73.389999,140.860001,71.730003,49.75,59.290001,419.920013,37.470001,40.880001,32.389999,52.310001,82.769997,378.410004,120.309998,141.009995,106.080002,161.919998,79.39458499999998,74.449997,134.360001,58.25,103.0,53.470001
283,45.759998,62.73,79.349998,38.330002,124.559998,207.600006,123.620003,147.630005,144.880005,44.439999,224.210007,166.96000700000005,287.790009,58.860001,21.77,72.33000200000002,117.199997,48.0,135.570007,56.830002,176.28999299999995,91.870003,78.559998,64.18,69.389999,64.160004,93.889999,72.029999,73.849998,40.209999,76.675003,202.919998,118.610001,129.179993,101.93,212.773331,115.800003,128.309998,73.470001,141.470001,71.790001,49.450001,58.779999,421.9800110000001,37.98,41.259998,32.34,52.419998,82.620003,375.299988,120.660004,142.160004,106.410004,161.369995,79.49981700000002,74.66999799999998,135.240005,58.290001,103.309998,53.639999
284,45.93,62.919998,78.510002,38.630001,124.849998,214.149994,123.190002,147.860001,144.53999299999995,44.380001,227.710007,161.949997,285.820007,58.779999,21.719999,71.989998,116.5,47.700001,133.910004,57.23,175.679993,92.760002,78.440002,64.739998,69.410004,64.139999,93.800003,72.339996,74.360001,40.0,77.120003,202.869995,118.290001,129.169998,101.139999,211.979996,115.779999,129.169998,73.940002,140.399994,70.25,50.5,59.150002,421.929993,38.48,41.709999,32.700001,52.349998,84.029999,370.839996,119.809998,142.389999,106.809998,161.130005,79.166595,74.43,135.050003,58.02,103.870003,53.880001
285,46.93,62.639999,82.599998,39.060001,123.139999,216.77999900000003,123.599998,152.089996,142.679993,44.540001,228.309998,165.46000700000005,291.589996,59.459999,21.959999,74.5,119.239998,49.080002,136.080002,58.700001,175.0,92.910004,78.730003,65.230003,69.660004,63.709999,95.519997,74.529999,75.129997,40.25,78.190002,198.410004,118.019997,131.029999,103.099998,212.66667200000003,115.5,129.550003,74.949997,147.389999,70.900002,51.990002,60.5,424.410004,39.32,42.59,33.130001,53.18,86.18,374.869995,119.639999,143.949997,107.330002,162.350006,79.640121,75.220001,136.520004,58.650002,103.879997,53.720001
286,47.049999,63.380001,84.379997,39.240002,124.25,216.5,133.0,152.720001,143.029999,44.75,229.080002,163.809998,294.809998,59.389999,22.129999,75.33000200000002,118.489998,47.98,139.080002,60.130001,177.990005,92.699997,79.290001,66.239998,70.769997,67.0,96.910004,76.839996,76.720001,40.049999,78.139999,198.449997,116.150002,135.179993,102.82,210.063339,116.0,129.669998,74.93,147.270004,71.480003,53.610001,60.220001,427.450012,38.950001,42.919998,33.369999,53.259998,86.360001,381.149994,120.099998,145.380005,108.160004,161.75,77.974007,77.150002,135.21000700000002,59.0,104.580002,54.139999
287,46.630001,63.880001,83.529999,39.700001,124.489998,220.0,139.979996,159.880005,144.380005,45.060001,228.850006,165.28999299999995,294.589996,60.040001,22.1,74.620003,119.559998,47.869999,141.0,60.080002,176.350006,92.120003,79.989998,65.730003,70.800003,65.620003,97.400002,76.449997,76.660004,39.889999,77.860001,200.5,115.989998,139.089996,105.419998,211.333328,116.669998,128.990005,75.459999,146.929993,71.139999,53.599998,60.09,422.529999,38.869999,42.509998,33.66,52.66,86.360001,360.480011,117.5,145.279999,109.059998,161.75,77.78109,78.940002,137.100006,58.34,105.139999,53.849998
288,48.009998,63.799999,84.599998,40.790001,123.949997,220.089996,143.699997,157.009995,143.240005,45.73,229.880005,168.229996,295.390015,59.75,22.200001,75.029999,120.050003,47.540001,141.309998,60.849998,177.610001,92.059998,80.400002,63.0,70.440002,65.639999,97.57,75.93,76.040001,39.82,78.07,201.050003,120.260002,141.869995,113.550003,211.729996,116.349998,129.440002,75.66999799999998,146.350006,73.300003,53.200001,60.299999,430.5,38.5,42.43,33.43,53.139999,85.040001,359.209991,117.879997,147.009995,108.650002,162.0,78.44753299999998,79.800003,140.03999299999998,58.220001,104.769997,54.09
289,48.34,64.050003,85.099998,40.810001,122.459999,220.360001,144.990005,158.490005,142.389999,46.220001,229.770004,168.559998,300.420013,59.779999,22.25,74.58000200000002,120.410004,48.52,141.240005,61.709999,177.149994,92.260002,80.470001,63.299999,71.559998,66.980003,97.959999,76.459999,78.839996,40.009998,78.695,202.0,119.139999,161.649994,119.089996,214.176666,116.029999,130.979996,76.440002,146.270004,74.269997,53.799999,61.200001,428.790009,39.23,42.5,33.59,53.740002,85.480003,356.0,119.559998,147.800003,111.550003,161.270004,78.517685,82.599998,138.979996,58.369999,110.510002,54.029999
290,48.029999,63.380001,85.150002,41.049999,122.449997,220.5,143.03999299999995,159.160004,146.190002,46.619999,232.339996,170.509995,296.950012,58.119999,23.5,75.150002,120.0,49.27,140.559998,62.09,181.080002,93.080002,81.010002,63.48,72.41999799999998,65.370003,99.260002,75.519997,78.639999,40.509998,78.800003,200.5,120.989998,164.050003,118.800003,225.300003,116.080002,132.410004,76.510002,146.5,75.120003,53.669998,62.34,429.76001,39.549999,41.349998,33.369999,53.16,83.010002,371.839996,121.900002,147.78999299999995,112.129997,161.300003,79.017517,83.16999799999998,137.119995,58.150002,113.989998,53.84
291,48.900002,60.77,82.279999,40.790001,121.860001,213.839996,137.850006,155.440002,144.770004,46.810001,232.940002,172.869995,286.609985,56.5,23.24,73.400002,117.110001,50.310001,141.53999299999995,61.310001,177.179993,92.940002,81.050003,62.98,71.779999,66.800003,97.690002,73.529999,79.139999,40.619999,78.43,203.770004,120.830002,162.419998,114.43,225.85667400000003,114.269997,134.649994,74.849998,142.240005,74.059998,50.139999,62.529999,423.529999,37.439999,40.419998,32.529999,52.98,77.339996,362.0,122.860001,146.179993,111.970001,161.690002,78.701836,81.610001,138.929993,57.549999,113.709999,53.09
292,48.599998,61.349998,84.08000200000002,40.75,122.779999,215.75999500000003,137.029999,155.279999,148.369995,46.59,236.339996,173.399994,288.070007,56.560001,23.51,74.480003,117.150002,51.279999,144.309998,62.700001,177.630005,93.290001,81.279999,63.709999,71.809998,67.910004,97.959999,73.629997,79.239998,40.169998,78.525002,205.0,120.440002,162.869995,117.970001,222.66667200000003,114.940002,134.309998,76.91999799999998,145.509995,75.0,51.52,62.330002,422.940002,36.790001,40.23,32.669998,53.009998,78.400002,364.76001,123.220001,146.089996,112.029999,162.160004,79.341972,82.400002,140.240005,57.0,114.620003,53.549999
293,48.369999,61.75,84.91999799999998,40.669998,122.349998,214.399994,136.190002,155.139999,147.190002,46.189999,232.75,172.529999,284.2799990000001,55.889999,23.66,74.610001,116.360001,51.330002,145.949997,62.5,178.25,92.589996,81.0,63.540001,71.68,67.040001,96.489998,72.91999799999998,80.980003,39.889999,79.309998,203.110001,120.879997,160.0,115.699997,221.503326,113.940002,133.929993,77.059998,146.669998,75.059998,50.240002,61.919998,424.269989,36.860001,41.200001,32.349998,53.580002,77.32,367.649994,122.120003,145.669998,112.730003,162.610001,78.973679,82.349998,140.300003,57.57,114.209999,53.5
294,48.669998,61.759998,85.949997,41.049999,121.589996,216.5,136.25,155.690002,147.419998,46.52,236.020004,173.919998,284.790009,56.509998,23.91,75.650002,115.099998,52.810001,145.399994,63.349998,183.0,92.709999,81.5,64.0,73.349998,68.989998,97.199997,72.239998,81.25,40.200001,79.68,204.610001,120.160004,161.380005,114.510002,221.263336,114.870003,134.690002,77.32,150.240005,76.269997,49.970001,61.380001,421.05999800000006,37.18,41.200001,32.09,52.91,76.940002,363.700012,122.93,145.839996,114.629997,161.059998,79.184067,81.879997,142.720001,58.18,115.660004,53.389999
295,48.040001,61.450001,85.279999,40.639999,121.0,217.0,135.449997,155.130005,146.949997,46.68,233.949997,173.300003,282.73999,56.099998,23.84,75.599998,115.07,52.029999,141.330002,62.709999,182.860001,92.709999,81.089996,63.68,72.440002,68.790001,95.919998,71.82,79.459999,39.84,79.644997,206.320007,119.239998,160.350006,115.5,220.806671,114.68,133.96000700000002,77.470001,149.679993,75.300003,48.200001,61.049999,420.549988,37.110001,41.259998,32.060001,52.099998,75.760002,363.200012,122.0,144.380005,113.029999,157.740005,78.605377,82.550003,142.570007,56.450001,115.110001,53.299999
296,47.830002,61.41,85.860001,40.509998,122.410004,214.75999500000003,135.179993,154.71000700000005,149.020004,46.700001,232.270004,173.779999,282.070007,55.490002,23.93,75.550003,114.279999,51.77,144.779999,62.360001,182.149994,91.660004,80.839996,62.98,72.550003,67.489998,96.029999,71.970001,78.550003,39.77,79.074997,207.399994,120.43,160.899994,118.32,220.406662,114.489998,132.929993,77.019997,147.5,75.510002,48.02,62.400002,416.540009,36.93,40.73,31.719999,52.25,76.5,365.670013,122.519997,144.910004,111.940002,159.020004,78.403687,81.470001,142.229996,55.849998,114.800003,53.630001
297,47.599998,61.02,83.720001,40.32,122.449997,212.429993,132.229996,154.21000700000005,150.0,46.060001,231.740005,172.410004,280.350006,49.529999,23.790001,74.900002,112.730003,51.860001,144.320007,63.34,181.029999,91.050003,80.32,62.830002,71.440002,67.239998,95.5,70.870003,79.059998,39.360001,78.449997,200.889999,119.019997,159.71000700000005,118.269997,219.179993,114.510002,131.779999,76.239998,149.619995,74.720001,46.0,61.810001,415.970001,36.869999,41.34,31.68,51.43,73.510002,361.970001,121.559998,143.160004,112.239998,158.619995,78.921059,81.089996,141.919998,55.93,113.379997,53.650002
298,47.77,60.91,84.699997,40.32,118.43,214.990005,131.589996,152.820007,150.0,45.970001,231.190002,171.380005,275.73999,50.049999,23.709999,74.769997,112.75,50.919998,145.21000700000005,63.09,180.429993,91.419998,80.010002,63.169998,70.860001,67.739998,95.300003,70.599998,79.599998,39.32,77.800003,204.0,118.07,160.889999,117.550003,219.220001,112.910004,132.380005,76.199997,148.669998,74.639999,45.509998,61.59,414.980011,36.029999,41.139999,31.4,52.0,73.510002,355.040009,121.510002,143.229996,111.790001,159.360001,79.166595,81.41999799999998,146.649994,55.689999,113.93,53.75
299,47.599998,60.599998,84.900002,39.759998,118.040001,213.699997,130.610001,152.529999,150.75,45.860001,231.789993,170.889999,274.540009,49.34,23.59,75.010002,113.360001,51.34,147.020004,62.91,180.929993,91.449997,80.25,63.610001,71.459999,68.239998,94.760002,70.82,80.41999799999998,39.459999,78.699997,199.970001,118.839996,160.949997,119.129997,225.0,111.93,133.240005,75.120003,148.729996,73.989998,46.549999,61.32,416.459991,36.0,41.43,31.360001,51.720001,72.25,350.0,122.18,141.5,112.260002,160.820007,79.263054,82.550003,142.419998,56.439999,114.559998,54.099998
300,48.419998,61.16,81.040001,40.459999,119.0,214.309998,130.050003,155.0,153.080002,45.959999,230.5,171.600006,278.0,48.59,23.610001,73.339996,114.580002,52.27,148.279999,64.68,180.5,91.610001,80.860001,66.160004,69.349998,68.68,96.199997,71.779999,80.510002,40.16,79.974998,202.970001,120.879997,161.300003,120.510002,232.103333,112.0,135.089996,74.980003,141.0,74.489998,47.0,61.02,419.619995,36.540001,41.77,31.4,52.290001,72.83000200000002,348.73999,121.110001,142.520004,113.709999,161.860001,78.815834,85.75,143.71000700000005,56.790001,115.910004,53.630001
301,48.32,60.0,83.68,41.110001,118.150002,211.539993,128.809998,153.229996,153.050003,46.130001,233.899994,172.309998,280.459991,47.259998,23.540001,73.58000200000002,112.010002,52.580002,147.559998,63.639999,181.009995,93.519997,80.959999,65.209999,69.459999,68.290001,95.669998,71.43,80.58000200000002,40.290001,79.815002,201.770004,120.019997,160.940002,121.440002,228.126663,112.0,134.279999,74.91999799999998,139.220001,74.540001,46.830002,61.380001,420.269989,36.16,41.619999,31.469999,52.09,72.980003,342.339996,121.029999,144.009995,113.559998,163.5,75.729141,85.620003,143.520004,56.689999,115.830002,54.09
302,48.48,59.91,82.550003,40.860001,117.550003,212.979996,128.21000700000002,157.100006,154.449997,46.990002,237.0,175.399994,278.269989,48.220001,23.790001,72.529999,113.480003,52.93,146.779999,63.860001,183.509995,92.57,81.309998,64.66999799999999,67.540001,68.190002,97.07,71.0,79.489998,40.419998,79.690002,202.949997,121.57,160.899994,121.830002,229.133331,113.400002,132.919998,75.089996,137.009995,74.68,46.98,61.52,421.0,36.57,41.209999,31.469999,52.220001,73.650002,344.890015,123.269997,145.529999,112.949997,162.940002,78.050003,87.07,143.570007,56.48,116.839996,54.389999
